#UniProtKBID	EntrezGeneID	GeneSymbol	DrugBankIDs
Q96SD1	64421	DCR1C
Q9NT62	64422	ATG3
Q27J81	64423	INF2
Q9GZS1	64425	RPA49
Q9H7L9	64426	SDS3
Q9H6Q4	64428	CIAO3
Q9H6R6	64429	ZDHC6
Q63HM2	64430	PCX4
Q9GZN1	64431	ARP6
P82663	64432	RT25
Q5C9Z4	64434	NOM1
Q9GZS0	64446	DNAI2
Q96PZ7	64478	CSMD1
P20231	7177,64499	TRYB2	DB06962;DB04654;DB04764;DB02018;
Q9BZB8	64506	CPEB1
Q9BXF9	64518	TEKT3
Q9H2A2	64577	AL8A1
Q9BXN2	64581	CLC7A
Q8IZ08	64582	GP135
A6NKD2	64591	TSPY2
Q9H269	64601	VPS16
Q9HAK2	64641	COE2
Q9BXN6	64648	SPNXD
Q96S65	64651	CSRN1
Q9NY87	64663	SPNXC
Q9H1A4	64682	APC1
Q9BQQ3	64689	GORS1
P57727	64699	TMPS3
Q9H9Q2	64708	CSN7B
Q9H1E3	64710	NUCKS
Q13087	64714	PDIA2
Q9H9P5	64718	UNKL
Q9H1Z4	64743	WDR13
Q8WU79	64744	SMAP2
Q9H7H0	64745	MET17
Q9H3P7	64746	GCP60
Q9H3U5	64747	MFSD1
Q96GM1	64748	PLPR2
Q9HAU4	64750	SMUF2
Q96JN2	64753	CC136
Q9H7B4	64754	SMYD3
Q96GQ5	64755	RUS1
Q5TC12	64756	ATPF1
Q68CZ2	64759	TENS3
Q86V87	64760	F16B2
Q9H0J9	64761	PAR12
Q9H706	64762	GARE1
Q6ZN55	64763	ZN574
Q70SY1	64764	CR3L2
Q96BU1	64766	S1PBP
Q9H8X2	64768	IPPK
Q9HAF1	64769	EAF6
Q49A88	64770	CCD14
Q9H6K1	64771	ILRUN
Q8NFI3	64772	ENASE
Q9H1Q7	64773	PED1A
Q9H5F2	64776	CK001
Q96G75	64777	RMD5B
Q53EP0	64778	FND3B
Q2M296	64779	MTHSD
Q8TDZ2	64780	MICA1
Q8TCT0	64781	CERK1
Q8WTP8	64782	AEN
Q96T37	64783	RBM15
Q6UUV7	64784	CRTC3
Q9BRX5	64785	PSF3
Q8TC07	64786	TBC15
Q9H6S3	64787	ES8L2
Q96S06	64788	LMF1
Q9H7X7	64792	IFT22
Q6P2H3	64793	CEP85
Q9H8H2	64794	DDX31
Q9H871	64795	RMD5A
Q8TB45	64798	DPTOR
Q86VS3	64799	IQCH
Q5THR3	64800	EFCB6
Q9H2C2	64801	ARV1
Q9HAN9	64802	NMNA1	DB04099;DB03227;
Q9H244	64805	P2Y12	DB06441;DB00758;DB06350;DB01240;DB06209;DB05553;DB08816;DB00208;DB00374;
Q9H293	64806	IL25
Q9BW60	64834	ELOV1
Q9H0B6	64837	KLC2
Q9H6D8	64838	FNDC4
Q9UF56	64839	FXL17
Q9H237	64840	PORCN
Q96EK6	64841	GNA1
Q96A47	64843	ISL2
Q9H992	64844	MARH7
Q8TB22	64847	SPT20
Q9H6S0	64848	YTDC2
Q9H6E5	64852	STPAP
Q96BJ3	64853	AIDA
P62068	64854	UBP46
Q96TA1	64855	NIBA2
Q6PCB0	64856	VWA1
Q9H7P9	64857	PKHG2
Q9H816	64858	DCR1B
Q96AH0	64859	SOSB2
Q6P1M9	64860	ARMX5
Q8N3J2	64863	METL4
Q2KHR2	64864	RFX7
Q9H5V8	64866	CDCP1
Q8N6Y1	64881	PCD20
Q9BWT3	64895	PAPOG
Q96C57	64897	CSTOS
Q9H2T7	64901	RBP17
Q9BYV1	64902	AGT2	DB00160;DB00145;DB00114;DB00119;
Q9C0K0	64919	BC11B
Q8TAD4	64924	ZNT5
Q8IV32	64925	CCD71
Q86YV0	64926	RASL3
Q5W5X9	64927	TTC23
Q6P1L8	64928	RM14
Q9H857	64943	NT5D2
Q9H3R5	64946	CENPH
Q9BYN8	64949	RT26
Q96EL2	64951	RT24
P82914	64960	RT15
P82912	64963	RT11
P82933	64965	RT09
P82932	64968	RT06
P82675	64969	RT05
Q8IXM3	64975	RM41
Q9NQ50	64976	RM40
Q96DV4	64978	RM38
Q9P0J6	64979	RM36
Q9BQ48	64981	RM34
Q9BYC8	64983	RM32
Q9Y3B7	65003	RM11
Q9BYD2	65005	RM09
Q9BYD6	65008	RM01
Q9ULP0	65009	NDRG4
Q9BXS9	65010	S26A6
Q9BXM7	65018	PINK1
Q9H902	65055	REEP1
Q86WP2	65056	GPBP1
Q96AP0	65057	ACD
Q70E73	65059	RAPH1
Q96Q40	65061	CDK15	DB00171;DB06486;DB12010;
Q96Q45	65062	TM237
Q6ZS30	65065	NBEL1
Q9BZR6	65078	RTN4R
Q9H9J2	65080	RM44
Q96AX1	65082	VP33A
Q9H6R4	65083	NOL6
Q86UB9	65084	TM135
Q9H9V9	65094	JMJD4
Q8N9T8	65095	KRI1
P49006	65108	MRP
Q9BZI7	65109	REN3B
Q9H1J1	65110	REN3A
Q7L4I2	65117	RSRC2
O95521	65121	PRAM1
O60811	65122	PRAM2
Q68E01	65123	INT3
Q53LP3	65124	SWAHC
Q9H4A3	65125	WNK1
O95544	65220	NADK
Q9UJL9	65243	ZF69B
Q86XZ4	65244	SPAS2
Q9H799	65250	CPLN1
Q9BS31	65251	ZN649
Q53F39	65258	MPPE1
Q96BR5	65260	COA7
Q53H96	65263	P5CR3	DB00172;
Q9H832	65264	UBE2Z
Q9H7E9	65265	CH033
Q96J92	65266	WNK4
Q9BYP7	65267	WNK3
Q9Y3S1	65268	WNK2
Q9BYT3	65975	STK33	DB12010;
Q9HB20	65977	PKHA3
Q8IZ21	65979	PHAR4
Q9H8M2	65980	BRD9
Q6IMN6	65981	CAPR2
Q8TBC5	65982	ZSC18
Q96HH9	65983	GRM2B
Q86V21	65985	AACS
Q96DT7	65986	ZBT10
Q9BQ13	65987	KCD14
Q9BV97	65988	ZN747
Q6UY11	65989	DLK2
Q9BQD7	65990	ANKMT
Q9BWH2	65991	FUND2
Q96HY6	65992	DDRGK
P82930	65993	RT34
Q9BPW5	65997	RSLBB
Q9BV99	65999	LRC61
Q6UXF1	66000	TM108
Q9HCS2	66002	CP4FC	DB08868;DB01026;
P0DP58	66004	LYNX1
Q9BWS9	66005	CHID1
O60296	66008	TRAK2
Q9BYW1	66035	GTR11	DB01914;DB09341;DB09502;
Q96QG7	66036	MTMR9
Q8N9W6	66037	BOLL
Q9BV47	78986	DUS26
Q96HD1	78987	CREL1
Q9BQC6	78988	RT63
Q9BWP8	78989	COL11
Q96DC9	78990	OTUB2
Q8NBM8	78991	PCYXL
Q9BWQ6	78992	YIPF2
Q9BWN1	78994	PRR14
Q8N3J3	78995	HROB
Q9BWK5	78996	CYREN
Q6PJG9	78999	LRFN4
Q9H7T9	79000	AUNIP
Q9BQB6	79001	VKOR1	DB01418;DB00266;DB09332;DB00170;DB00498;DB00946;DB00682;
Q9BQ61	79002	TRIR
Q9H081	79003	MIS12
Q9H467	79004	CUED2
Q9BWG6	79005	SCNM1
Q9BQ39	79009	DDX50
Q8NCB2	79012	CAMKV
Q9BW61	79016	DDA1
O75223	79017	GGCT
Q8IVV7	79018	GID4
Q9NSP4	79019	CENPM
Q9BPX7	79020	CG025
Q9BVX2	79022	T106C
Q8NFH4	79023	NUP37
Q9BVW6	79024	SMIM2
Q9BVV2	79025	FND11
Q09666	79026	AHNK
Q8N720	79027	ZN655
Q9BVQ7	79029	SPA5L
Q9H2J4	79031	PDCL3
O43414	79033	ERI3
Q96N11	79034	CG026
Q9BQ15	79035	SOSB1
Q9BQD3	79036	KXDL1
Q9BQ24	79038	ZFY21
Q8TDD1	79039	DDX54
Q9BSV6	79042	SEN34
Q96SI1	79047	KCD15
Q96T21	79048	SEBP2
Q9BVI4	79050	NOC4L
Q9BVK2	79053	ALG8
Q7Z2W7	79054	TRPM8	DB11345;DB01744;DB09061;DB00825;DB14009;DB14011;DB11755;
Q9BZD6	79056	TMG4
Q9BZE9	79058	ASPC1
A0PJW6	79064	TM223
Q7Z3C6	79065	ATG9A
Q86W50	79066	MET16
Q9C0B1	79068	FTO	DB11638;
Q6UW63	79070	PLGT2
Q9H5J4	79071	ELOV6
Q14CZ7	79072	FAKD3
Q9BVC6	79073	TM109
Q9BVC5	79074	ASHWN
Q9BVC3	79075	DCC1
Q9H773	79077	DCTP1
Q9BV19	79078	CA050
Q9H6F5	79080	CCD86
Q9BQE6	79081	LBHD1
Q9BV36	79083	MELPH
Q9BQA1	79084	MEP50
Q9BV35	79085	SCMC3
Q9BV10	79087	ALG12
Q9BUY5	79088	ZN426
Q71RG4	79089	TMUB2
O75865	79090	TPC6A	DB08342;
Q9BUU2	79091	MET22
Q9BXL6	79092	CAR14
Q9BUX1	79094	CHAC1
Q9BUW7	79095	CI016
Q9H6J7	79096	CK049
Q8IWZ4	79097	TRI48
Q9BW04	79098	SARG
Q9H5J8	79101	TAF1D
Q9BY78	79102	RNF26
Q9BPZ7	79109	SIN1
Q96C10	79132	DHX58
Q5TEU4	79133	NDUF5
Q9H7F4	79134	T185B
Q9BUR5	79135	MIC26
Q8NC44	79137	RETR2
Q9BUN8	79139	DERL1
Q9BUN5	79140	CC28B
Q9BUL5	79142	PHF23
Q96N66	79143	MBOA7
Q9H3Y8	79144	PPDPF
Q9H9S5	79147	FKRP
Q9BUG6	79149	ZSA5A
Q7L5A8	79152	FA2H
Q7L5L3	79153	GDPD3
Q8NFZ5	79155	TNIP2
Q96S99	79156	PKHF1
Q3T906	79158	GNPTA
Q9UGY1	79159	NOL12
Q96BZ8	79165	LENG1
Q9BU76	79169	MMTA2
Q9BTD8	79171	RBM42
Q9BU64	79172	CENPO
Q0VDD7	79173	CS057
Q6UXH1	79174	CREL2
Q6P1L6	79175	ZN343
Q9H469	79176	FXL15
Q9H609	79177	ZN576
Q9BU02	79178	THTPA
Q96C19	79180	EFHD2
Q9BTX7	79183	TTPAL
P46736	79184	BRCC3	DB01593;DB14487;DB14533;
Q9BTV5	79187	FSD1
Q9BTV4	79188	TMM43
P78414	79192	IRX1
Q86W42	79228	THOC6
Q8N988	79230	ZN557
Q5QP82	79269	DCA10
Q9Y5P0	79339	O51B4
Q9BU20	79363	CPLN2
Q2QGD7	79364	ZXDC
Q9C0J9	79365	BHE41
P82970	79366	HMGN5
Q96LA5	79368	FCRL2
Q9C0J1	79369	B3GN4
Q9BZR8	79370	B2L14
Q96PH1	79400	NOX5
Q6UWU2	79411	GLB1L
Q8NCW0	79412	KREM2
Q9BTP6	79413	ZBED2
Q9BQA9	79415	CYBC1
Q68CZ6	79441	HAUS3
Q9BYS8	79442	LRRC2
Q9BQS8	79443	FYCO1
Q96CA5	79444	BIRC7
Q64LD2	79446	WDR25
Q9BTK6	79447	PAGR1
Q9BZM4	79465	ULBP3
Q6ZS17	79567	RIPR1
Q8WWC4	79568	MAIP1
Q96CN9	79571	GCC1
Q9H7F0	79572	AT133
Q8NBP0	79573	TTC13
Q8TE67	79574	ES8L3
Q8N5F7	79576	NKAP
Q6P1J9	79577	CDC73
Q9HAB3	79581	S52A2	DB01440;
Q8N0X2	79582	SPG16
Q9H6L2	79583	TM231
P57737	79585	CORO7
Q8IZ52	79586	CHSS2
Q9HA77	79587	SYCM	DB00151;
Q8TEB7	79589	RN128
Q96A35	79590	RM24
Q5T2E6	79591	ARMD3
Q969V5	79594	MUL1
Q9H0E3	79595	SP130
Q5W0B1	79596	OBI1
Q8IW35	79598	CEP97
Q2MV58	79600	TECT1
Q86V24	79602	PAQR2
Q8N414	79605	PGBD5
Q9BPY3	79607	F118B
Q7Z5B4	79608	RIC3	DB00277;
Q9H867	79609	MT21D
Q9H6R3	79611	ACSS3
Q6N069	79612	NAA16
Q9C0B7	79613	TNG6
Q8IV13	79616	CCNJL
Q6NT76	79618	HMBX1
Q5TBB1	79621	RNH2B
Q9BV90	79622	SNR25
Q96FL9	79623	GLT14
Q9H993	79624	ARMT1
Q6P589	79626	TP8L2
Q9H607	79629	OCEL1
Q7Z2Z2	79631	EFL1	DB03619;DB04315;DB02750;
Q8NB25	79632	F184A
Q6V0I7	79633	FAT4
Q0VDG4	79634	SCRN3
Q6ZUS5	79635	CC121
Q9H6L4	79637	ARMC7
Q6P2H8	79639	TMM53
Q9GZN7	79641	ROGDI
Q5FYB0	79642	ARSJ
Q96FZ7	79643	CHMP6
Q9H8P0	79644	PORED	DB00717;DB00421;DB13943;DB13944;DB01420;DB13946;
Q9H999	79646	PANK3
Q9H9L7	79647	AKIR1
Q8NEM0	79648	MCPH1
Q8IWC1	79649	MA7D3
Q9BQ65	79650	USB1
Q6PJF5	79651	RHDF2
Q5T447	79654	HECD3
Q7L4P6	79656	BEND5
Q9H6T3	79657	RPAP3
A1A4S6	79658	RHG10
Q8NCM8	79659	DYHC2
Q86XI6	79660	PPR3B
Q96FI4	79661	NEIL1	DB09130;DB14490;DB14491;DB14488;DB14501;DB14489;DB01592;DB03754;
Q96EW2	79663	HBAP1
Q659A1	79664	ICE2
Q8IX18	79665	DHX40
Q9H8W4	79666	PKHF2
Q8N3A8	79668	PARP8
Q5BVD1	79669	TTMP
Q5VYS8	79670	TUT7
Q86UT6	79671	NLRX1
Q9HA64	79672	KT3K
Q86UD4	79673	ZN329
Q14D04	79674	MELT
Q53R41	79675	FAKD1
Q6N063	79676	OGFD2	DB00126;
Q96SB8	79677	SMC6
Q7Z7D3	79679	VTCN1
Q71F23	79682	CENPU
Q6P1R3	79684	MSD2
Q9HAJ7	79685	SP30L
Q687X5	79689	STEA4
Q96RP7	79690	G3ST4
Q9H974	79691	QTRT2
Q6U7Q0	79692	ZN322
Q86U90	79693	YRDC
Q5SRI9	79694	MANEA
Q8IXK2	79695	GLT12
Q53FD0	79696	ZC21C
Q9H898	79698	ZMAT4
Q9C0D3	79699	ZY11B
Q8N6T0	79703	TO6BL
Q38SD2	79705	LRRK1
Q9H875	79706	PKRI1
Q5SY16	79707	NOL9
Q8NBJ5	79709	GT251
Q8TE76	79710	MORC4
Q8TEX9	79711	IPO4
Q4AE62	79712	GTDC1
Q9H665	79713	IGFR1
Q96ER9	79714	MITOK
Q8NDH3	79716	PEPL1
Q9HAB8	79717	PPCS
Q9BZK7	79718	TBL1R
Q6PD74	79719	AAGAB
Q9H9H4	79720	VP37B
Q3KP44	79722	ANR55
Q9H5I1	79723	SUV92
Q9H5H4	79724	ZN768
Q9H5L6	79725	THAP9
Q6PJI9	79726	WDR59
Q9H9Z2	79727	LN28A
Q86YC2	79728	PALB2
A4FU49	79729	SH321
Q96I59	79731	SYNM	DB00174;
A0AVK6	79733	E2F8
Q8N5Z5	79734	KCD17
Q9HA65	79735	TBC17
Q96QE5	79736	TEFM
Q8TAM1	79738	BBS10
Q6ZT98	79739	TTLL7
Q96HQ0	79744	ZN419
Q8N3C7	79745	CLIP4
Q9HAT1	79748	LMA1L
Q9H936	79751	GHC1	DB00142;
Q8TAD8	79753	SNIP1
Q8WXK3	79754	ASB13
Q32MQ0	79755	ZN750
A0PJE2	79758	DHR12
Q96K58	79759	ZN668
Q9H840	79760	GEMI7
Q9H7X2	79762	CA115
Q96AB3	79763	ISOC2
Q96BJ8	79767	ELMO3
Q9H079	79768	KTBL1
Q96J42	79770	TXD15
Q5TC63	79774	GRTP1
Q86UP3	79776	ZFHX4
Q8NC06	79777	ACBD4
Q8IY33	79778	MILK2
Q8N4S0	79780	CCD82
Q86XH1	79781	DRC11
Q7Z406	79784	MYH14	DB07470;DB07468;DB07469;DB01944;DB03126;DB04444;DB08276;
Q8N4N3	79786	KLH36
Q9H7R5	79788	ZN665
Q96JQ2	79789	CLMN
Q5XUX0	79791	FBX31
P57764	79792	GSDMD
Q9H741	79794	CL049
Q9H6U8	79796	ALG9
Q9H9D4	79797	ZN408
Q96C12	79798	ARMC5
Q8N187	79800	CARTF
Q8NEM2	79801	SHCBP
Q6UWX4	79802	HIPL2
Q86YV9	79803	HPS6
Q86V25	79805	VASH2
Q8NEC7	79807	GSTCD
Q7Z4L5	79809	TT21B
Q8WV60	79810	PTCD2
Q9NWH9	79811	SLTM
Q9H8L6	79812	MMRN2
Q9H9B1	79813	EHMT1
Q9H808	79816	TLE6
Q86TA1	79817	MOB3B
Q9H707	79818	ZN552
Q5VTH9	79819	WDR78
Q9H6B4	79827	CLMP
Q9H825	79828	METL8
Q86UY6	79829	NAA40
Q5SVZ6	79830	ZMYM1
Q8N371	79831	KDM8
Q2KHR3	79832	QSER1
Q8WXD5	79833	GEMI6
Q9H792	79834	PEAK1
Q496Y0	79836	LONF3
Q8TBX8	79837	PI42C	DB12010;
Q6UXY8	79838	TMC5
Q68D86	79839	C102B
Q9H9Q4	79840	NHEJ1
Q5U5Z8	79841	CBPC2
Q9H5Z6	79843	F124B
Q9H8X9	79844	ZDH11
Q9H9V4	79845	RN122
Q14CX5	79847	MF13A
Q1MSJ5	79848	CSPP1
Q86UT5	79849	NHRF4
Q8TBR7	79850	TLC3A
Q53R12	79853	T4S20
Q96L94	79856	SNX22
Q8NG66	79858	NEK11	DB08912;DB12010;
A6NHL2	79861	TBAL3
Q8N0V3	79863	RBFA
Q6NUN7	79864	JHY
Q6PGQ7	79866	BORA
Q96GX1	79867	TECT2
Q9NP73	79868	ALG13
Q8N684	79869	CPSF7
Q8WXS3	79870	BAALC
Q8IXW5	79871	RPAP2
Q75N03	79872	HAKAI
Q6ZVK8	79873	NUD18
Q9H5N1	79874	RABE2
Q9GZZ9	79876	UBA5
Q8WVC6	79877	DCAKD
Q9H6E4	79879	CC134
Q6PJT7	79882	ZC3HE
Q49MG5	79884	MAP9
Q96DB2	79885	HDA11	DB05015;DB06603;
Q9H8G2	79886	CAAP1
Q6P4A8	79887	PLBL1
Q8NF37	79888	PCAT1
Q8TB24	79890	RIN3
Q8TAW3	79891	ZN671
Q9BTE3	79892	MCMBP
Q9H3C7	79893	GGNB2
Q8TF62	79895	AT8B4
Q8IYQ7	79896	THNS1	DB00114;DB00156;
Q9H633	79897	RPP21
Q6MZQ0	79899	PRR5L
Q53TN4	79901	CYBR1
Q9BW27	79902	NUP85
Q7Z402	79905	TMC7
Q5T089	79906	MORN1
Q6UX41	79908	BTNL8
Q8WU10	79912	PYRD1
Q9H9F9	79913	ARP5
Q96QE3	79915	ATAD5
Q9H6Y5	79917	MAGIX
Q8TBK2	79918	SETD6
Q96EI5	79921	TCAL4
Q6IN84	79922	MRM1
Q9H9S0	79923	NANOG
Q9C093	79925	SPEF2
Q8TAY7	79927	F110D
Q7L591	79930	DOK3
Q96KP6	79931	TNIP3
Q8IZA0	79932	K319L
Q9H987	79933	SYP2L
Q96D53	79934	COQ8B	DB12010;
Q9BZ76	79937	CNTP3
Q96K37	79939	S35E1
Q9H7X3	79943	ZN696
Q9H9P8	79944	L2HDH
Q86SQ9	79947	DHDDS
Q6T4P5	79948	PLPR3
Q5SXH7	79949	PKHS1
Q9H7V2	79953	SYNG1
Q9BSC4	79954	NOL10
Q7Z2K6	79956	ERMP1
Q6TCH4	79957	PAQR6
Q8TAP6	79959	CEP76
Q6IE81	79960	JADE1
Q9H6A0	79961	DEN2D
Q8N4W6	79962	DJC22
Q86SK9	79966	SCD5
Q9H967	79968	WDR76
Q5SQI0	79969	ATAT
Q5T9L3	79971	WLS
Q9H7R0	79973	ZN442
A4D0V7	79974	CPED1
Q6ISB3	79977	GRHL2
Q96GJ1	79979	TRM2
Q9H410	79980	DSN1
Q8TBM8	79982	DJB14
Q8WVV4	79983	POF1B
Q4LDE5	79987	SVEP1
A0AVF1	79989	IFT56
Q7Z736	79990	PKHH3
Q9H668	79991	STN1
A1L3X0	79993	ELOV7
Q8N9V6	79998	ANR53
Q9H6T0	80004	ESRP2
Q9H7D0	80005	DOCK5
A5PLN9	80006	TPC13
Q9H8K7	80007	PAAT
Q9H9A7	80010	RMI1
Q9GZU8	80011	PIP30
Q8NDX5	80012	PHC3
Q9H8M7	80013	MINY3
Q6AWC2	80014	WWC2
Q7Z3D6	80017	GLUCM
Q14CX7	80018	NAA25
Q9HAC8	80019	UBTD1
Q8IWF2	80020	FXRD2
Q0P6H9	80021	TMM62
Q96JP2	80022	MY15B
Q9GZP1	80023	NRSN2
Q6J4K2	80024	NCLX
Q9BZ23	80025	PANK2
Q8NFY4	80031	SEM6D
Q9HAH1	80032	ZN556
Q8WYN3	80034	CSRN3
Q75T13	80055	PGAP1
Q5U623	80063	MCAF2
Q5H9S7	80067	DCA17
P59510	80070	ATS20
Q0P6D6	80071	CCD15
Q8WXB4	80095	ZN606
Q6NZ67	80097	MZT2B
Q6ZN57	80108	ZFP2
Q8N883	80110	ZN614
Q9H694	80114	BICC1
Q8N4G2	80117	ARL14
Q9H611	80119	PIF1
Q56UN5	80122	M3K19	DB12010;
Q96JH7	80124	VCIP1
Q8N5R6	80125	CCD33
Q8ND07	80127	BBOF1
Q7Z4K8	80128	TRI46
Q8IYT3	80129	CC170
Q6NSJ5	80131	LRC8E
Q9H9Y2	80135	RPF1
Q9H7S9	80139	ZN703
Q9H7Z7	80142	PGES2
Q9BRV8	80143	SIKE1
Q86XX4	80144	FRAS1
Q6I9Y2	80145	THOC7
Q8NBZ7	80146	UXS1
Q8N2U9	80148	S66A2
Q5D1E8	80149	ZC12A
Q7L266	80150	ASGL1	DB00174;DB00128;
Q96BT3	80152	CENPT
Q96F86	80153	EDC3
Q9BXJ9	80155	NAA15
Q32M88	80162	PGGHG
Q2NKJ3	80169	CTC1
Q96LB3	80173	IFT74
Q8NFT6	80174	DBF4B
Q96BD6	80176	SPSB1
Q7L2K0	80178	TEDC2
Q96H55	80179	MYO19
Q9H714	80183	PACER
O15078	80184	CE290
Q6NXR4	80185	TTI2
Q8TBM7	80195	TM254
Q969K3	80196	RNF34
Q96NY9	80198	MUS81
Q9BT04	80199	FUZZY
Q2TB90	80201	HKDC1
Q86XK2	80204	FBX11
Q3L8U1	80205	CHD9
Q2V2M9	80206	FHOD3
Q9H6K4	80207	OPA3
Q96JI7	80208	SPTCS
Q86XN7	80209	PRSR1
Q7Z3E5	80210	ARMC9
Q53HC0	80212	CCD92
Q9BRN9	80213	TM2D3
Q96QP1	80216	ALPK1
Q8NDM7	80217	CFA43
Q9GZZ1	80218	NAA50
Q9H8M1	80219	CQ10B
Q96CM8	80221	ACSF2
Q9BW92	80222	SYTM	DB00156;
Q6WKZ4	80223	RFIP1
Q8TB37	80224	NUBPL
Q9BRP4	80227	PAAF1
Q96SN7	80228	ORAI2
Q96T51	80230	RUFY1
Q9H7D7	80232	WDR26
Q0VG06	80233	FP100
Q9HB65	80237	ELL3
Q70Z35	80243	PREX2
Q96MT8	80254	CEP63
Q8WV83	80255	S35F5
Q7L5A3	80256	F214B
Q5JST6	80258	EFHC2
Q9BSU1	80262	CP070
Q9H8W5	80263	TRI45
Q9H8G1	80264	ZN430
Q9BZQ6	80267	EDEM3
Q9H2F3	80270	3BHS7
Q96DU7	80271	IP3KC
Q9HAV7	80273	GRPE1
Q8IWY4	80274	SCUB1
Q96JB5	80279	CK5P3
Q8TD55	80301	PKHO2
Q9BUP0	80303	EFHD1
Q9H6R7	80304	WDCP
Q9H4I3	80305	TRABD
Q9H204	80306	MED28
Q8NFF5	80308	FAD1
Q2M3C7	80309	SPKAP
Q9GZP0	80310	PDGFD	DB05139;DB05465;
Q96M94	80311	KLH15
Q8NFU7	80312	TET1
Q9C0I9	80313	LRC27
Q9H2F5	80314	EPC1
Q17RY0	80315	CPEB4
Q9BRR0	80317	ZKSC3
Q5VSY0	80318	GKAP1
Q3SY56	80320	SP6
Q8NHQ1	80321	CEP70
Q9H2F9	80323	CCD68
Q9Y606	80324	TRUA
Q969K4	80325	ABTB1
Q9BZM5	80328	ULBP2
Q9BZM6	80329	ULBP1
Q9H3Z4	80331	DNJC5
Q9BZ11	80332	ADA33
Q6PIL6	80333	KCIP4
Q6UXN9	80335	WDR82
Q9NST1	80339	PLPL3
Q9Y228	80342	T3JAM
Q5TEA6	80343	SE1L2
Q8TEB1	80344	DCA11
Q9H4T2	80345	ZSC16
Q9H6H4	80346	REEP4
Q13057	80347	COASY
Q9GZS3	80349	WDR61
Q9H2K2	80351	TNKS2
Q9H2S5	80352	RNF39
Q9BQ51	80380	PD1L2
Q5ZPR3	80381	CD276
Q9BZV1	80700	UBXN6
Q9BZV2	80704	S19A3	DB00151;
Q9BZW7	80705	TSG10
Q7Z591	80709	AKNA
Q8N693	80712	ESX1
Q9BYU1	80714	PBX4
Q8TBE7	80723	S35G2
Q6JQN1	80724	ACD10
Q9C0H9	80725	SRCN1
Q9H0B3	80726	IQCN
Q9C0H2	80727	TTYH3
Q9C0I4	80731	THS7B
Q9Y334	80737	VWA7
O95866	80739	G6B
O95867	80740	LY66C
P79522	80742	PRR3
Q9BTF0	80745	THUM2
Q8NCE0	80746	SEN2
Q9BTE6	80755	AASD1
Q8TB68	80758	PRR7
Q86UX2	80760	ITIH5
Q9BT67	80762	NFIP1
Q9BT56	80763	SPXN
Q9BT49	80764	THAP7
Q5TA50	80772	CPTP
Q9BT23	80774	LIMD2
Q53S58	80775	TM177
Q9BPU9	80776	B9D2
O43169	80777	CYB5B	DB12695;
Q8IZ26	80778	ZNF34
P39060	80781	COIA1
Q6P9B9	80789	INT5
Q8IY22	80790	CMIP
Q9C0F1	80817	CEP44
Q9C0F3	80818	ZN436
Q7L9B9	80820	EEPD1
Q8NEL9	80821	DDHD1
Q6PI77	80823	BHLH9
Q9BY84	80824	DUS16
Q96JP5	80829	ZFP91
Q9BWW8	80830	APOL6
Q9BWW9	80831	APOL5
Q9BPW4	80832	APOL4
Q8TE23	80834	TS1R2	DB00168;DB02772;
Q7RTX1	80835	TS1R1
Q7L8J4	80851	3BP5L
Q9C0E4	80852	GRIP2
Q6ZMT4	80853	KDM7A
Q8WTS6	80854	SETD7	DB01752;
Q9C0E8	80856	LNP
Q99944	80864	EGFL8
Q9H0C8	80895	ILKAP
Q9BXD5	80896	NPL
P57773	81025	CXA9
Q9H4B7	81027	TBB1	DB06772;DB05147;DB01248;DB01873;DB08871;DB12334;DB01229;DB03010;DB12695;DB00309;DB06042;
Q9H1J7	81029	WNT5B
Q9H171	81030	ZBP1
O95528	81031	GTR10	DB01914;DB09341;DB09502;
Q9H2D1	81034	MFTC	DB00158;
Q5KU26	81035	COL12
Q96KA5	81037	CLP1L
P0CAP2	81488	GRL1A
Q6EEV4	81488	GL1AD
Q9BVG9	81490	PTSS2	DB00144;
Q9BZJ6	81491	GPR63
Q9H7C4	81493	SYNCI
Q9BXR6	81494	FHR5
Q9H295	81501	DCSTP
Q8TCT9	81502	HM13	DB00277;
Q70IA6	81532	MOB2
Q8TB96	81533	TIP
Q9BX95	81537	SGPP1
Q9H2H9	81539	S38A1
Q9H3N1	81542	TMX1
Q9BY71	81543	LRRC3
Q8WTR4	81544	GDPD5
Q6PIJ6	81545	FBX38
Q9H7E2	81550	TDRD3
Q9H169	81551	STMN4	DB07574;DB01206;
Q96AW1	81552	VOPP1
Q96I51	81554	RCC1L
Q969M3	81555	YIPF5
Q96SY0	81556	INT14
Q9C073	81558	F117A
Q96F44	81559	TRI11
Q9H0V9	81562	LMA2L
Q9H246	81563	CA021
Q9GZM8	81565	NDEL1
Q9H175	81566	CSRN2
Q8NBS9	81567	TXND5
Q9H568	81569	ACTL8
Q9H078	81570	CLPB
Q9NUG6	81572	PDRG1
Q8N6S4	81573	AN13C
Q96LR9	81575	APLD1
P13994	81576	CC130
Q3B7J2	81577	GFOD2
Q9BZM1	81579	PG12A
Q9BZR9	81603	TRIM8
Q9BTM9	81605	URM1
Q53QV2	81606	LBH
Q96NY8	81607	NECT4	DB13007;
Q6UN15	81608	FIP1
Q96L92	81609	SNX27
Q9H4H8	81610	FA83D
Q9BTT0	81611	AN32E
Q8N8Q9	81614	NIPA2
